,COW,Old Coup ID#,New Coup ID#,country,Month,Day,Year,Coup ID Type,Description of Event,Milan Description,Realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime
206,483,48332379,48303231979,Chad,3,23,1979,Civil War,Coup,Civil War,1,0,Felix Malloum,junta leader/president,foreign intervention/civil war peace agreement,Goukouni Oueddei,interim leader,"Nigeria intervened in the civil conflict in Chad and arranged a new peace agreement. The agreement stipulated Malloum's resignation, which was carried out, and Goukouni assumed power in a transititional regime.",TD,AF,3/23.0/1979.0
207,483,48342979,48304291979,Chad,4,29,1979,Civil War,Coup,Civil War,1,0,Goukouni Oueddei,interim leader/head of state,peace making leadership body GUNT,Shawa,interim leader,"The Transitiional Government of National Unity (GUNT), a peace making body made up of four or more armed factions moved to remove Oueddei as its interim head and installed Shawa in his place.",TD,AF,4/29.0/1979.0
208,483,48382279,48308221979,Chad,8,22,1979,Civil War,Coup,Civil War,1,0,Shawa,interim leader/head of state,peace making leadership body GUNT,Goukouni Oueddei,interim leader/head of state,Further peacemaking troubles and conflict led to the GUNT replacing Shawa with Oueddei as its interim leader.,TD,AF,8/22.0/1979.0
209,483,4836782,48306071982,Chad,6,7,1982,Civil War,Coup,Civil War,1,0,Goukouni Oueddei,interim leader/head of state,FAN/Habre loyalist militias/ former prime minister and rebel leader Hissene Habre,Hissene Habre,dictator,Oueddei proved to be an ineffective leader and peacemaker and Habre-led FAN rebels drove him out of power. Habre took power several days later in the chaos.,TD,AF,6/7.0/1982.0
210,483,4834189,48304011989,Chad,4,1,1989,0,Attempted Coup,0,0,1,Hissene Habre,dictator,"Brahim Itno, Hassan Djamoussi, Idriss Deby",.,.,Military and civilian elements rose up in a rebellion against Habre. The military suppressed it violently. The reasons and consequences for the rebellion are not well known.,TD,AF,4/1.0/1989.0
211,483,48312290,48312021990,Chad,12,2,1990,Civil War,Coup,Civil War,1,0,Hissene Habre,dictator,Patriotic Salvation Movement rebels led by Idriss Deby,Idriss Deby,president/dictator,"The Patriotic Salvation Movement led by former Habre regime official Deby seized the capital, forcing Habre to flee and Deby ascended to power.",TD,AF,12/2.0/1990.0
212,483,483101391,48310131991,Chad,10,13,1991,0,Attempted Coup,0,0,1,Idriss Deby,president/dictator,Maldom Bada Abbas,.,.,The interior minister Abbas inspired a military coup attempt. The attempt was suppressed with forty killed. The reasons and other consequences are not known.,TD,AF,10/13.0/1991.0
213,483,4822192,48302211992,Chad,2,21,1992,0,Attempted Coup,0,0,1,Idriss Deby,president/dictator,unspecified,.,.,Unspecified individuals launched a coup against Deby. The plot failed. The reasoning and consequences are not clear.,TD,AF,2/21.0/1992.0
214,483,48361892,48306181992,Chad,6,18,1992,0,Attempted Coup,0,0,1,Idriss Deby,president/dictator,Col. Abbas Koty,.,.,Col. Koty backed a rebellion by rioting opposition groups against Deby. The repression against the military and civilian attempt resulted in many dead.,TD,AF,6/18.0/1992.0
215,483,48312793,48301271993,Chad,1,27,1993,0,Attempted Coup,0,0,1,Idriss Deby,president/dictator,Col. Toke,.,.,Col. Toke attempted a coup against Deby. The reasoning and consequences are not known.,TD,AF,1/27.0/1993.0
216,155,155103148,15510311948,Chile,10,31,1948,0,Conspiracy Coup,0,0,1,Gabrial Gonzales Videla,president,Gen. Carlos Ibanez,.,.,Members of the armed forces plotted to remove Videla and install General Ibanez as president. The plot was broken up and several were arrested. The specific reason behind the plot is not known.,CL,SA,10/31.0/1948.0
217,155,15510.1969,15510001969,Chile,10,0,1969,0,Attempted Coup,0,0,1,Eduado Montalva,president,military units,.,.,A miltary uprising aimed to drive President Montalva from power failed.,CL,SA,10/0.0/1969.0
218,155,15532570,15503251970,Chile,3,25,1970,0,Conspiracy Coup,0,0,1,Eduado Montalva,president,current and former military officers,.,.,Former and active military officers were arrested for conspiring to overthrow the government.,CL,SA,3/25.0/1970.0
219,155,155..1971,15500001971,Chile,0,0,1971,0,Attempted Coup,0,0,1,Salvador Allende,president,Executives of the International Telegraph and Telephone Corporation,.,.,President Allende believed that an International Corporation was behind multiple efforts to overthrow his government.,CL,SA,0/0.0/1971.0
220,155,15562973,15506291973,Chile,6,29,1973,0,Attempted Coup,0,0,1,Salvador Allende,president,armored military units,.,.,A military commander sent tanks into the streets in an attempt overthrow Allende. His efforts were not supported by the rest of the armed forces and he quickly surrendered.,CL,SA,6/29.0/1973.0
221,155,15591173,15509111973,Chile,9,11,1973,Coup,Coup,Coup,1,0,Salvador Allende,president,military officers,General Augusto Pinochet,dictator/military junta leader,General Pinochet and most of the Chilean military violently overthrew President Allende citing his socialist policies as cause for the coup. A junta was established in the aftermath and Pinochet quickly consolidated power within it.,CL,SA,9/11.0/1973.0
222,155,15510.1975,15510001975,Chile,10,0,1975,0,Conspiracy Coup,0,0,1,Pinochet,dictator/president,international communists,.,.,President Pinochet cited that International Communist forces were plotting to overthrow his government.,CL,SA,10/0.0/1975.0
223,710,71012149,71001211949,China,1,21,1949,Civil War,Coup,Civil War,1,0,Chiang Khei-Shek,president/premier,Communist Revolutionaries,Li Tsung Jen,acting president,Chiang Kai Shek gave up power as a peacemaking concession to the communist rebels. Power was handed over to his vice president Li Tsung Jen.,CN,AS,1/21.0/1949.0
224,710,71010149,71010011949,China,10,1,1949,Civil War,Coup,Civil War,1,0,Li Tsung Jen,acting president,Communist Revolutionaries,Mao Se Tung,party chairman,The Communist Revolutionaries led by Mao Se Tung defeated the last strongholds of the Republic forces and established a transitional government placing himself at the head.,CN,AS,10/1.0/1949.0
225,710,71012466,71012041966,China,12,4,1966,0,Conspiracy Coup,0,0,1,Mao Se Tung,party chairman,"Peng Chen, Lo Jui-ching, Lu Ting-yi, Yang Shang-kun",.,.,"Peng Chen and others allegedly began to disagree with Mao over a variety of state policies in the lead up to the Cultural Revolution. Eventually, Mao was forced to purge them from power as they allegedly conspired against him.",CN,AS,12/4.0/1966.0
226,710,7109.1971,71009001971,China,9,0,1971,0,Attempted Coup,0,0,1,Mao Se Tung,party chairman,Lin Biao,.,.,"Lin Biao, chosen successor to Mao, led an attempted coup and assassination of Mao. The assassination failed and the rest of the coup failed to materialize and he was forced to flee China and died in a plane crash during his escape.",CN,AS,9/0.0/1971.0
227,710,71091080,71009101980,China,9,10,1980,Palace Coup,Coup,0,1,0,Hua Guofang,prime minister,Deng Xiaoping,prime minister,.,"In effort to reduce the concentration of executive power by Xiaoping, Hua Guofeng was removed from premiership, ending his hold on effective executive power.",CN,AS,9/10.0/1980.0
228,100,10061353,10006131953,Colombia,6,13,1953,Coup,Coup,Coup,1,0,Laureano Gomez,President,armed forces,Rojas Pinilla,military junta leader,"In the midst of political violence and repression Gomez removed several military officers. Angry over the removal and the on-going political turmoil, General Pinilla launched a coup and seized power from Gomez.",CO,SA,6/13.0/1953.0
229,100,10051057,10005101957,Colombia,5,10,1957,Palace Coup,Coup,Coup,1,0,Rojas Pinilla,military junta leader,armed forces and other junta members,Gabriel Pario,military junta leader,"A massive anti-Rojas rally frightened military leaders that if Rojas refused to step down, a popular revolution would ensue so Rojas was ousted in a coup. A new junta, led by General Pario was installed.",CO,SA,5/10.0/1957.0
230,100,10010.1958,10010001958,Colombia,10,0,1958,0,Conspiracy Coup,0,1,0,Alberto Carmego,president,ex-General Rojas Pinilla,.,.,ex-military leader General Rojas Pinilla was exiled on the basis he was involved in a plot to overthrow the government.,CO,SA,10/0.0/1958.0
231,581,5818375,58108031975,Comoros,8,3,1975,Coup,Coup,Coup,1,0,Ahmed Abdallah,president,Bob Denard led foreign mercenaries,Said Jaffar,dictator,"President Ahmed Abdallah was overthrow by Bob Denard, a french mercenary likely working on behalf of Said Jaffar, the figure head behind a group of six opposition parties in Comoros. Jaffar seated himself at the head of the National Council of the Revolution.",KM,AF,8/3.0/1975.0
232,581,5814276,58104021976,Comoros,4,2,1976,0,Conspiracy Coup,0,0,1,Ali Soilih,president,"Ali Mroudjae, Sald Hachim, Sald Bakar Tourqui",.,.,Several individuals allegedly conspired to overthrow the Soilih government. The reasons and consequences are not known.,KM,AF,4/2.0/1976.0
233,581,5816477,58106041977,Comoros,6,4,1977,0,Attempted Coup,0,0,1,Ali Soilih,president,unspecified,.,.,Unspecified individuals attempted to overthrow the government. The reasons and consequences are not known.,KM,AF,6/4.0/1977.0
234,581,58111478,58101141978,Comoros,1,14,1978,0,Conspiracy Coup,0,0,1,Ali Soilih,president,incl. Ali Mohamed,.,.,A group of individuals including Ali Mohamed conspired to oust Solilih. The reasons and consequences are unknown.,KM,AF,1/14.0/1978.0
235,581,58151378,58105131978,Comoros,5,13,1978,Coup,Coup,coup,1,0,Ali Soilih,president,Bob Denard led foreign mercenaries,Ahmed Abdallah,president,Ahmed Abdallah backed by France's approval hired mercenary Bob Denard to overthrow leftist President Ali Solith. Executive power was restored to Abdallah.,KM,AF,5/13.0/1978.0
236,581,58121481,58102141981,Comoros,2,14,1981,0,Conspiracy Coup,0,0,1,Ahmed Abdallah,president,various,.,.,Various individuals alledgely conspired against Abdallah. The reasons and consequences are not known.,KM,AF,2/14.0/1981.0
237,581,5813885,58103081985,Comoros,3,8,1985,0,Attempted Coup,0,0,1,Ahmed Abdallah,president,incl. Mustapha Said Cheikh,.,.,Local mercenary guard members revolted against their European handlers and government. They allied themselves with a nationalistic opposition party and tried to oust Abdallah. Other forces ended the attempt with violence.,KM,AF,3/8.0/1985.0
238,581,581113087,58111301987,Comoros,11,30,1987,0,Attempted Coup,0,0,1,Ahmed Abdallah,president,members of Presidential Guard,.,.,"Allegedly members of the mercenary guard participated in a coup attempt involving freeing dissidents from custody. Then, the rest of the guard captured them and tortured them to death.",KM,AF,11/30.0/1987.0
239,581,581112789,58111271989,Comoros,11,27,1989,Coup,coup,0,1,0,Haribon Chebani,acting president,Bob Denard led foreign mercenaries,Said Mohammud Djohar,president,Chebani briefly ascended to the presidency after the assassination of Abdallah but was quickly overthrown by Bob Denard. Djohar ascended to the presidency in the power vacuum.,KM,AF,11/27.0/1989.0
240,581,5818391,58108031991,Comoros,8,3,1991,0,Attempted Coup,0,0,1,Said Mohammud Djohar,president,Ibrahim Ahmed Halidi,.,.,Ibrahim Ahmed Halidi attempted to overthrow Said through an illegal attempt to impeach him. The reasons and consequences are not known.,KM,AF,8/3.0/1991.0
241,581,58192692,58109261992,Comoros,9,26,1992,0,Attempted Coup,0,0,1,Said Mohammud Djohar,president,"Lt. Abderamane Abdallah, Lt. Cheikh Abdallah",.,.,Two low level army officers attempted to overthrow president Said. The reasons and consequences are not known.,KM,AF,9/26.0/1992.0
242,581,58192995,58109291995,Comoros,9,29,1995,Coup,Coup,Coup,1,0,Said Mohammud Djohar,president,Bob Denard led foreign mercenaries,Ayouba Combo,interim leader,"Bob Denard struck a third time, this time overthrowing the regime of President Said Djohar.",KM,AF,9/29.0/1995.0
243,581,58110595,58110051995,Comoros,10,5,1995,Foreign,Coup,foreign,1,0,Abdoulkarim,president,French military forces,El-Yachroutu,interim leader,A French military intervention forced the removal of Abdoulkarim from the presidency and placed El-Yachroutu as an interim premier.,KM,AF,10/5.0/1995.0
244,581,58143099,58104301999,Comoros,4,30,1999,Coup,Coup,Coup,1,0,Massounde,prime minister,armed forces,A.Assoumani,military junta leader,Prime Minister Massoude decided to delay mandatory elections and was subsequently ousted in military coup. General Assoumani chaired the head the government afterwards.,KM,AF,4/30.0/1999.0
245,581,58132100,58103212000,Comoros,3,21,2000,0,Attempted Coup,0,0,1,Azali Assoumani,president,Capt. Abderame Ahmed Abdallah,.,.,Capt. Abdallah attempted a coup against Azali. The reasons and consequences are not known.,KM,AF,3/21.0/2000.0
246,484,48481563,48408151963,Congo,8,15,1963,Revolt,Coup,revolt,1,0,Fulbert Youlou,prime minister,labor unions,David Moussaka,Officer in charge of the Provisional Government,Youlou's adminstration was plagued by disaffected left-wing youths and labor interests who's anger peaked when he threatened to outlaw political parties other than his own. He was overthrown in a revolt and replaced with short-lived provisional government.,CG,AF,8/15.0/1963.0
247,484,48422667,48402261967,Congo,2,26,1967,0,Conspiracy Coup,0,0,1,Alphonse - Debat,president,Defense Civile,.,.,The security force Defense Civile allegedly plotted against Alphonse. The reasons and consequenes for the plot are not known.,CG,AF,2/26.0/1967.0
248,484,48411768,48401171968,Congo,1,17,1968,0,Attempted Coup,0,0,1,Alphonse - Debat,president,unspecified,.,.,Unspecified individuals attempted to overthrow the Alphonse government. The reasons and consequences are not known.,CG,AF,1/17.0/1968.0
249,484,48451368,48405131968,Congo,5,13,1968,0,Attempted Coup,0,0,1,Alphonse - Debat,president,commando group,.,.,"A commando group, possibly mercenaries attempted to overthrow the government. The reasons and consequences are not known.",CG,AF,5/13.0/1968.0
250,484,4848468,48408041968,Congo,8,4,1968,Coup,Coup,Coup,1,0,Alphonse - Debat,president,"Capt. Marien Ngouabi, Lt. Poignet",Augustin Poignet,interim president,President Debat was overthrown in a short-lived coup. Poignet was sworn in as an interim president for one day before Debat was allowed to return to power.,CG,AF,8/4.0/1968.0
251,484,4849468,48409041968,Congo,9,4,1968,Coup,Coup,Coup,1,0,Alphonse - Debat,president,Major Marien Ngouabi,Alfred Raoul,head of state/National Council of the Revolution member,Major Ngoubi overthrew Debat and briefly ruled as the chairman of the National Council of the Revolution before handing over power to Major Raoul who assumed the effective head of state.,CG,AF,9/4.0/1968.0
252,484,4841169,48401011969,Congo,1,1,1969,Palace Coup,Coup,Coup,1,0,Alfred Raoul,head of state/National Council of the Revolution member,National Council of the Revolution,Marien Ngouabi,head of state/National Council of the Revolution chairman,Ngouabi removed Raoul from the posistion of head of state and asserted the National Council of the Revolution to be the coutnry's authority. Ngouabi became effective leader as the chairman of the NCR.,CG,AF,1/1.0/1969.0
253,484,48411869,48411081969,Congo,11,8,1969,0,Attempted Coup,0,0,1,Marien Ngouabi,head of state/National Council of the Revolution chairman,M. Bernard Kolela,.,.,M. Bernard Kolela attempted to overthrow Ngouabi. The reasons and consequences are not known.,CG,AF,11/8.0/1969.0
254,484,4843.197,48403001970,Congo,3,0,1970,0,Attempted Coup,0,0,1,Marien Ngouabi,head of state/National Council of the Revolution chairman,military officers and former government ministers,.,.,Former head of state Captain Poignet and other former ministers were accused of attempted coup and punished by execution.,CG,AF,3/0.0/1970.0
255,484,48432370,48403231970,Congo,3,23,1970,0,Attempted Coup,0,0,1,Marien Ngouabi,head of state/National Council of the Revolution chairman,Lt. Pierre Kikanga,.,.,Lt. Kikanga attempted a coup against Ngouabi. The reasons and consequences are not known.,CG,AF,3/23.0/1970.0
256,484,48422272,48402221972,Congo,2,22,1972,0,Attempted Coup,0,0,1,Marien Ngouabi,head of state/National Council of the Revolution chairman,military officers and former government ministers,.,.,Several military officers and former officers attempted a coup and were punished by Ngouabi with execution.,CG,AF,2/22.0/1972.0
257,484,48431877,48403181977,Congo,3,18,1977,0,Attempted Coup,0,0,1,Yhombi-Opango,head of state/party chairman,"Capt. K. Kadidi, Massemba-Debat",.,.,Capt. Kadidi and Massemba-Debat attempted a coup against Yhombi. The coup was not successful. The reasons and consequences are not known.,CG,AF,3/18.0/1977.0
258,484,48481478,48408141978,Congo,8,14,1978,0,Conspiracy Coup,0,0,1,Yhombi-Opango,head of state/party chairman,"Mssrs. Miakassissa, Kolela, Finamantsiona, Mouzabakani",.,.,A group of civilians conspired to overthrow the government. The reasons and consequences are not known.,CG,AF,8/14.0/1978.0
259,484,4842579,48402051979,Congo,2,5,1979,Palace Coup,Coup,Coup,1,0,Yhombi-Opango,head of state/party chairman,Congolese Labor Party members,Military Committee of the Party,military junta,The civilian and military committees of the Marxist Congolese Labor Party ousted Opango for corruption and attempting to form a right-wing of the party. The Military Committee of Party junta ruled for several days.,CG,AF,2/5.0/1979.0
260,484,4842879,48402081979,Congo,2,8,1979,Palace Coup,Coup,Coup,1,0,Military Committee of the Party,military junta,Congolese Labor Party and Military Committee of the Party,Denis Nguesso,party and military junta chairman,"The civilian and military authorities approved Denis Nguesso's ascent to chairman of the party and junta, completing the coup against Opango.",CG,AF,2/8.0/1979.0
261,484,484101597,48410151997,Congo,10,15,1997,Civil War,Coup,Civil War,1,0,Pascal Lissouba,president,militias loyal to former president Nguesso and the Congolese Labor Party,Denis Nguesso,dictator,"When Pascal attempted to disband and politically engage militias loyal to Former President Nguesso, the militias responded by launching a civil war against the regime. Shortly there after the capital was reduced and Nguesso declared himself president. Although Lissouba fled and Nguesso consolidated, fighting persisted for several years.",CG,AF,10/15.0/1997.0
262,484,48441005,48404102005,Congo,4,10,2005,0,Conspiracy Coup,0,0,1,Denis Nguesso,dictator,Capt. Pandi Ngouari; Nguila Mougounga Nkombo,.,.,Military and civilians conspired to overthrow Nguesso. The reasons and consequences for the plot are unknown.,CG,AF,4/10.0/2005.0
263,94,9462546,9406251946,Costa Rica,6,25,1946,0,Attempted Coup,0,0,1,Teodoro Picado,president,unknown revolutionaries,.,.,An attempted revolution against the Picado government was put down with some fatalities.,CR,NA,6/25.0/1946.0
264,94,9442549,9404251948,Costa Rica,4,25,1948,Civil War,Coup,Civil war,1,0,Teodoro Picado,president,Supporters of former President Calderon with support from Jose Figures and Fidel Castro.,Leon Herrera,acting president,"After losing popular election, candidate Calderon's supporters sparked a constitutional crisis by refusing to validate the election. A civil war ensued which removed Picado from effective power, although technically he completed his term abroad and aided in forming the provisional government after the war of which Herrera was appointed to the position of acting president.",CR,NA,4/25.0/1948.0
265,94,945849,9405081948,Costa Rica,5,8,1948,Civil War,Coup,Civil War,1,0,Leon Herrera,acting president,military,Figueres Ferrer,interim president/ Founding Council junta chairman,Figueres and the military junta called the Founding Council took control after Herrera's term expired and the various factions of the civil war had been defeated or capitulated.,CR,NA,5/8.0/1948.0
266,94,94121148,9412111948,Costa Rica,12,11,1948,0,Attempted Coup,0,0,1,Figueres Ferrer,interim president/junta chairman,Supporters of former President Calderon.,.,.,Supporters of former President Calderon attempted an invasion and coup against the Figures interim government. The attempt was put down.,CR,NA,12/11.0/1948.0
267,94,94112754,9411271954,Costa Rica,11,27,1954,0,Attempted Coup,0,0,1,Figueres Ferrer,president,unknown plotters financed from Venezuela and Nicaragua,.,.,"During his second term, Figueres faced a coup attempt supposedly financed by Venezuela and Nicaragua.",CR,NA,11/27.0/1954.0
268,94,9411155,9401111955,Costa Rica,1,11,1955,0,Attempted Coup,0,0,1,Figueres Ferrer,president,former president Calderon,.,.,Fomer president Calderon attempted for a third to seize power in Costa Rica.,CR,NA,1/11.0/1955.0
269,437,437..1980,43700001980,Cote d'Ivoire,0,0,1980,0,Attempted Coup,0,0,1,Houphouet-Boigny,president,unknown,.,.,A coup was attempted by uknown parties against Boigny.,CI,AF,0/0.0/1980.0
270,437,43772391,43707231991,Cote d'Ivoire,7,23,1991,0,Conspiracy Coup,0,0,1,Houphouet-Boigny,president,junior officers,.,.,A coup was plotted by junior military officers against Boigny,CI,AF,7/23.0/1991.0
271,437,4377.1991,43707001991,Cote d'Ivoire,7,0,1991,0,Attempted Coup,0,0,1,Houphouet-Boigny,president,unknown,.,.,A coup was attempted by uknown parties against Boigny.,CI,AF,7/0.0/1991.0
272,437,43710.1995,43710001995,Cote d'Ivoire,10,0,1995,0,Attempted Coup,0,0,1,Konan Bedie,president,unknown,.,.,A coup was attempted by uknown parties against Bedie.,CI,AF,10/0.0/1995.0
273,437,4375.1996,43705001996,Cote d'Ivoire,5,0,1996,0,Attempted Coup,0,0,1,Konan Bedie,president,unkown,.,.,A coup was attempted by uknown forces against Bedie.,CI,AF,5/0.0/1996.0
274,437,437122599,43712251999,Cote d'Ivoire,12,25,1999,Coup,Coup,Coup,1,0,Konan Bedie,president,armed forces backing rival to Bedie,Robert Guei,National Public Salvation Committee chairman/junta leader,"Rising dissatisfaction led to an army revolt which demanded Bedie to step down. When he did not, the army overthrew him and established General Guei as the head of the National Public Salvation Committee junta chairman",CI,AF,12/25.0/1999.0
275,437,437102500,43710252000,Cote d'Ivoire,10,25,2000,Revolt,Coup,revolt,1,0,Robert Guei,president/junta chairman,Ivorian Popular Front revolutionaries led by Gbagbo,Laurent Gbagbo,president,Gbagbo won the 2000 presidential election but Guei refused to validate the results. Guei was overthrown in a violent revolt against his decision and authority. Gbagbo declared himself president in the aftermath.,CI,AF,10/25.0/2000.0
276,437,4371701,43701072001,Cote d'Ivoire,1,7,2001,0,Attempted Coup,0,0,1,Laurent Gbagbo,president,foreigners/ Couilbaly,.,.,President Gbagbo said that foreigners led by Couilbaly failed in an attempt to overthrow him.,CI,AF,1/7.0/2001.0
277,437,43791902,43709192002,Cote d'Ivoire,9,19,2002,0,Attempted Coup,0,0,1,Laurent Gbagbo,president,"Armed forces supported by Burkina Faso, Liberia and possibly other international parties.",.,.,"After a northern presidential candidate was barred from running in the 2000 presidential election, attacks by soldiers from the north targeted several major cities in a coup attempt which failed and degenerated into civil war.",CI,AF,9/19.0/2002.0
278,40,4051746,4005171946,Cuba,5,17,1946,0,Conspiracy Coup,0,0,1,Ramon Grau,president,soldiers without officer support,.,.,A number of soldiers were arrested for plotting to overthrow the government. It appears no officers were directing or supporting them.,CU,NA,5/17.0/1946.0
279,40,4092147,4009211947,Cuba,9,21,1947,0,Conspiracy Coup,0,0,1,Ramon Grau,president,unknown possibly involving government officials,.,.,A cache of weapons was found on the property of government officials. The weapons found were determined to be part of a plot of overthrow the government.,CU,NA,9/21.0/1947.0
280,40,4031052,4003101952,Cuba,3,10,1952,Coup,Coup,Coup,1,0,Carlos Prio Socarras,president,General Batista,military dictator,,General Batista seized power amid corruption and violence waged between political factions. Ousted President Socarras fled Cuba and offered no resistance to the coup.,CU,NA,3/10.0/1952.0
281,40,4072653,4007261953,Cuba,7,26,1953,0,Attempted Coup,0,0,1,Batista,president/dictator,Fidel Castro and July 26th Movement Revolutionaries,.,.,Fidel Casto led rebels of the July 26th Movement in an attack against a military barracks with the hope of seizing weapons for a coup. The attempt failed.,CU,NA,7/26.0/1953.0
282,40,404356,4004031956,Cuba,4,3,1956,0,Conspiracy Coup,0,0,1,Batista,president/dictator,General Barquin and military officers.,.,.,General Barquin and hundreds of military officers attempted to overthrow President General Batista. His plan was betrayed by fellow conspirator and it failed.,CU,NA,4/3.0/1956.0
283,40,4031357,4003131957,Cuba,3,13,1957,0,Attempted Coup,0,0,1,Batista,president/dictator,Armed student groups,.,.,Student groups unaffiliated with the July 26th Movement attempted to overthrow Batista in a student uprising. Many students were killed in the failed attempt.,CU,NA,3/13.0/1957.0
284,40,409557,4009051957,Cuba,9,5,1957,0,Attempted Coup,0,0,1,Batista,president/dictator,Civilians and Naval Officers,.,.,The city of Cienfuegos was the scene of a civilian and military uprising in an effort to overthrow the Batista regime during the Cuban Revolution. The attempt failed.,CU,NA,9/5.0/1957.0
285,40,401159,4001011959,Cuba,1,1,1959,Revolt,Coup,revolt,1,0,Batista,president/dictator,Fidel Castro and July 26th Movement Revolutionaries,Fidel Castro,revolutionary leader/dictator,Batista fled as Fidel Castro's revolutionaries made significant battlefield victories. The rest of his regime crumbled and the revolutionaries rode into Havana as victors.,CU,NA,1/1.0/1959.0
286,40,406659,4006061959,Cuba,6,6,1959,0,Conspiracy Coup,0,0,1,Fidel Castro,dictator/party chairman/premier,counter-revolutionaries,.,.,The government of Casto alledged that counter-revolutionaries plotted to a coup. Their weapons were confiscated.,CU,NA,6/6.0/1959.0
287,40,4041761,4004171961,Cuba,4,17,1961,0,Attempted Coup,0,0,1,Fidel Castro,dictator/party chairman/premier,CIA-funded Cuban exiles and dissidents.,.,.,"Cuban dissidents and exiles funded, trained, and armed by the CIA attempted an invasion and coup of Cuba and Castro. They were defeated by the Cuban military after several days of fighting.",CU,NA,4/17.0/1961.0
288,352,,35203001972,Cyprus,3,0,1972,0,Attempted Coup,0,0,1,Markarios III,theocratic leader,Bishops in opposition to Markarios.,.,.,A cadre of Bishops attempted to force Markarios out of the presidency and the political/religious order. Markarios responded by reducing their influence and the influence the religious order had on decisions in the government.,CY,AS,3/0.0/1972.0
289,352,35271574,35207151974,Cyprus,7,15,1974,Coup,Coup,Coup,1,0,Markarios III,theocratic leader,Greek-supported military officers,Nikos Sampson,interim president,"The military regime in Greece engineered a coup against Markarios III in an effort to solidify their position in Cyprus in the face of Turkish Invasion threats, tensions with the Markarios regime, and ethnic unrest. Samson was installed in the wake of the coup but quickly resigned and handed power to Klerides.",CY,AS,7/15.0/1974.0
290,315,31591347,31509131947,Czechoslovakia,9,13,1947,0,Conspiracy Coup,0,0,1,Edvard Benes,president,"Slovak ""Hlinka Guard"" and others",.,.,President Benes was threatened by a plot by the Hinka Guard. Several people were arrested and the plot was defeated.,,,9/13.0/1947.0
291,315,31522348,31502231948,Czechoslovakia,2,23,1948,0,Conspiracy Coup,0,0,1,Edvard Benes,president,"Jan Ursiny, Czech national Socialist Party",.,.,"Ursiny, the leader of the Czech national socialist party alledgely plotted to overthrow the Benes government.",,,2/23.0/1948.0
292,315,31522548,31502251948,Czechoslovakia,2,25,1948,Palace Coup,Coup,0,1,0,Edvard Benes,president,Klement Gottwald,prime minister Gottwald,party chairman/dictator/president,"Under pressure from civil unrest and the Soviet Union to appoint a new communist government, Benes gave into the threats of violence. While Benes remained in the nominal position of president, his actions legitimized the communist coup and allowed them to consolidate power.",,,2/25.0/1948.0
293,315,31583049,31508301949,Czechoslovakia,8,30,1949,0,Conspiracy Coup,0,0,1,Klement Gottwald,president,"Dr. Jaroslav Berkovec, Emanuel Cancik, Vratislav Polesny, and others",.,.,"Berkovec, Cancik, Polesny, and others were accused of plotting a coup. Their plot was derailed.",,,8/30.0/1949.0
294,315,31531850,31503181950,Czechoslovakia,3,18,1950,0,Conspiracy Coup,0,0,1,Klement Gottwald,president,Leading members of Catholic religious orders,.,.,Catholic religious groups were said to have conspired to overthrow the communist government. The conspiracy was broken up.,,,3/18.0/1950.0
295,315,31522551,31502251951,Czechoslovakia,2,25,1951,0,Conspiracy Coup,0,0,1,Klement Gottwald,president,"Vladimir Clementis, Otto Sling, Marie Svermova",.,.,Former government officials were among those plotting a coup. The plot was ended before any specific action was taken.,,,2/25.0/1951.0
296,315,31511.1951,31511001951,Czechoslovakia,11,0,1951,0,Conspiracy Coup,0,0,1,Klement Gottwald,president,"Slansky, government officials",.,.,"Slansky, a government official, was dismissed and arrested for plotting to overthrow the communist regime.",,,11/0.0/1951.0
297,315,3151568,31501051968,Czechoslovakia,1,5,1968,Palace Coup,Coup,Coup,1,0,Antonin Novotny,president/party chairman,communist party,Alexander Dubcek,party chairman,"Public discord and frustration in the party concerning the economy, progress towards socialism, and Stalin authoritarian policies led to the Central Committee unseating Novotny and seating Dubcek as a reformer. The coup was carried out with support from Soviet Union.",,,1/5.0/1968.0
298,315,31582068,31508201968,Czechoslovakia,8,20,1968,Foreign,Coup,foreign,1,0,Alexander Dubcek,party chairman,armed forces of the soviet union,Svoboda,interim president,Soviet leaders grew suspicious of Dubcek's reforms and openings in the Czech political system and decided to invade and remove him from power. Svoboda was appointed as an interim president in the aftermath of Dubcek's removal.,,,8/20.0/1968.0
299,315,3151.197,31501001970,Czechoslovakia,1,0,1970,0,Conspiracy Coup,0,0,1,Gustav Husak,party chairman,dissidents,.,.,A conspiracy was uncovered by the government.,,,1/0.0/1970.0
300,315,315121887,31512181987,Czechoslovakia,12,18,1987,Palace Coup,Coup,Coup,1,0,Gustav Husak,party chairman,communist party,Milos Jakes,party chairman,The communist party forced Husak out of his leadership position because of his unwillingness to initiate and enact reforms and replaced him with Jakes.,,,12/18.0/1987.0
301,315,31512989,31512091989,Czechoslovakia,12,9,1989,Revolt,coup,0,1,0,Communist government,entire government,protestors,Gustav Husak,head of first non-communist government,"Mass protests, general strikes and internal discord in the organs of the Communist Party led to its dissolution and rise the first government not dominated by Communists in an event refered to as the Velvet Revolution",,,12/9.0/1989.0
